gpa,performance,_id,factor1,factor2,factor3,factor4,factor5
14.23,14.23,578795,0.86,0.78,0.18,0.66,0.11
8.69,4.31,584168,0.21,0.58,0.14,0.78,0.74
7,0,589792,0.55,0.9,0.42,0.83,0.37
12.46,11.85,587148,0.49,0.44,0.75,0.04,0.18
12.54,11.23,587708,0.6,0.73,0.17,0.18,0.56
7.08,3.46,587702,0.93,0.75,0,0.44,0.79
0,0,114210,0.63,0.18,0.52,0.05,0.05
1.77,0,589438,0.63,0.07,0.02,0.55,0.7
11.85,10.54,595504,0.78,0.63,0.73,0.96,0.38
9.85,5.23,583804,0.89,0.95,0.25,0.76,0.02
13.23,13.23,577507,0.36,0.96,0.98,0.72,0.52
15.54,15.54,585956,0.39,0.74,0.3,0.54,0.91
14.31,14.31,483168,0.71,0.38,0.9,0.48,0.53
4.08,1.69,583038,0.66,0.76,0.33,0.97,0.82
6.15,1.85,583123,0.99,0.75,0.39,0.74,0.15
13,13,589648,0.59,0.14,0.79,0.5,0.24
12.46,12.46,584580,0,0.58,0.84,0.84,0.77
6.33,1.83,580635,0.99,0.02,0.59,0.43,0.69
13.82,13.82,372348,0.33,0.6,0.2,0.74,0.39
12.5,10.8,370143,0.98,0.4,0.29,0.05,0.24
12.92,12.92,578000,0.26,0.05,0.66,1,0.9
15.23,15.23,585320,0.4,0.13,0.3,0.19,0.6
13.08,13.08,582757,0.29,0.59,0.18,0.67,0.08
9.85,6,588129,0.57,0.27,0.79,0.6,0.85
11,10.92,593266,0.69,0.24,0.88,0.05,0.69
10,7.08,582450,0.34,0.29,0.47,0.16,0.69
12.69,12.69,595566,0.11,0.33,0.67,0.17,0.92
10.38,8,581429,0.38,0.92,0.57,0.03,0.03
9,5.08,581201,0.77,0.87,0.66,0.39,0.02
12.62,12.62,578096,0.23,0.22,0.22,0.34,0.1
9.08,7.46,598220,0.3,0.31,0.1,0.32,0.5
14.46,14.46,379603,0.05,0.57,0.56,0.09,0.27
5.92,1.69,584402,0.92,0.57,0.93,0.54,0.69
4.31,1,590677,0.49,0.29,0.74,0.52,0.5
8.08,2.77,580620,0.62,0.82,0.73,0.54,0.49
10.85,9.62,594005,0.82,0.06,0.01,0.32,0.6
13,13,596792,0.99,0.79,0.49,0.93,0.82
12.08,12.08,488928,0.86,0.77,0.34,0.69,0.92
7.46,3.46,596640,0.51,0.9,0.18,0.77,0.11
4.62,1.85,596642,0.91,0.52,0.91,0.7,0.23
9.38,6.62,591522,0.93,0.73,0.2,0.09,0.21
12.85,12.85,595773,0.38,0.19,0.23,0.03,0.24
15.38,15.38,585934,0.91,0.01,0.4,0.03,0.53
10.62,8.38,585811,0.99,0.75,0.72,0.57,0.56
9.33,6.44,482122,0.08,0.65,0.04,0.99,0.96
16.23,16.23,579907,0.63,0.74,0.93,0.85,0.86
13.62,13.62,580192,0.68,0.73,0.32,0.64,0.09
13.54,13.54,588674,0.89,0.02,0.85,0.39,0.72
13.85,13.85,589162,0.06,0.61,0.54,0.79,0.77
13.85,13.85,578373,0.13,0.87,0.98,0.32,0.12
12.92,12.92,583269,0.68,0.5,0.69,0.23,0.7
4.31,2.69,587101,0.04,0.78,0.79,0.89,0.7
8.2,5.9,378014,0.43,0.41,0.39,0.69,0.83
9.46,6.85,488929,0.86,0.4,0.19,0.69,0.54
9.15,6.23,588803,0.52,0.12,0.53,0.55,0.53
13.54,13.54,582896,0.88,0.85,0.52,0.33,0.21
16.62,16.62,579511,0.21,0.8,0.66,0.4,0.56
12.23,11.62,575928,0.08,0.27,0.01,0.8,0.07
5.17,0,583570,0.59,0.92,0.05,0.23,0.03
12.92,12.92,583293,0.46,0.78,0.44,0.04,0.46
16.46,16.46,580947,0.55,0.67,0.49,0.21,0.38
10.31,8.38,592172,0.24,0.31,0.03,0.98,0.3
16.69,16.69,594754,0.21,0.37,0.64,0.51,0.74
10.92,8.54,579345,0.74,0.83,0.37,0.66,0.87
8.31,6.77,581112,0.13,0.9,0.6,0.27,0.36
13.08,12.38,587252,0.44,0.76,0.07,0.29,0.78
11.54,10.31,596848,0.7,0.66,0.09,0.13,0.7
15.92,15.92,486422,0.24,0.71,0.09,0.46,0.08
12.54,12.54,586792,0.58,0.3,0.28,0.41,0.59
8.67,2.89,486423,0.9,0.77,0.68,0.3,0.38
10.23,7.38,585955,0.75,0.54,0.07,0.51,0.08
12.23,12.23,594910,0.99,0.96,0.19,0.76,0.54
7.5,3.5,587713,0.93,0.01,0.34,0.03,0.73
5.69,0.85,576232,0.73,0.53,0.77,0.85,0.74
15.15,15.15,581029,0.77,0.31,0.3,0.09,0.56
9.54,5.54,591852,0.85,0.09,0.67,0.44,0.15
8.46,5.46,583965,0.06,0.71,0.39,0.26,0.2
9.54,6.54,583875,0.34,0.71,0.93,0.21,0.53
13.77,13.77,585213,0.88,0.2,0.81,0.81,0.13
8.92,5.77,593325,0.26,0.02,0.94,0.03,0.29
14.23,14.23,593965,0.25,0.36,0.26,0.99,0.72
15.15,15.15,581423,0.49,0.16,0.74,0.66,0.5
7.46,4.31,583571,0.71,0.52,0.13,0.93,0.65
6.33,3.5,595826,0.26,0.11,0.21,0.87,0.53
2.5,0,594920,0.29,0.89,0.34,0.63,0.69
14.23,14.23,589642,0.16,0.3,0.35,0.55,0.42
12.92,12.92,584671,0.06,0.47,0.08,0.26,0.8
3.92,2.69,486425,0.98,0.21,0.66,0.54,0.88
11.23,11.23,579878,0.98,0.69,0.03,0.21,0.06
13.69,13.69,489285,0.58,0.52,0.03,0.89,0.71
10.77,9.54,576945,0.96,0.88,0.83,0.55,0.28
12.38,12.38,593063,0.79,0.25,0.8,0.84,0.28
12.38,11.69,577016,0.19,0.19,0.02,0.31,0.91
14.23,14.23,589509,0.77,0.9,0.29,0.51,0.19
10.38,8.08,483415,0.75,0.49,0.54,0.75,0.74
12.38,12.38,580119,0.64,0.65,0.8,0.17,0.4
13.67,13.67,375013,0.77,0.73,0.03,0.45,0.14
15.77,15.77,580881,0.25,0.81,0.45,0.84,0.49
11.54,10.23,580882,0,0.92,0.49,0.15,0.8
11.92,11.92,597293,0.64,0.88,0.21,0.27,0.69
6,0,584110,0.87,0.45,0.97,0.67,0.34
12.38,11.69,591270,0.08,0.23,0.83,0.78,0.22
14.62,14.62,580562,0.52,0.65,0.54,0.68,0.62
14.08,14.08,587349,0.55,0.24,0.06,0.81,0.05
14.38,14.38,580997,0.45,0.52,0.57,0.7,0.64
2.23,0,586110,0.09,0.41,0.97,0.24,0.37
7.83,7.83,593955,0.85,0.58,0.03,0.32,0.44
12.69,12.08,381062,0.92,0.05,0.21,0.17,0.35
12.38,12.38,576286,0.86,0.31,0.77,0.38,0.75
8.62,6.38,595874,0.89,0.84,0.48,0.5,0.28
7.23,6.23,582765,0.17,0.03,0.99,0.45,0.93
12.31,11.69,590615,0.21,0.07,0.69,0.77,0.41
12.38,12.38,587855,0.47,0.6,0.34,0.59,0.4
13.15,13.15,583541,0.77,0.57,0.41,0.13,0.72
0,0,334122,0.02,0.97,0.77,0.86,0.4
2.78,0,576149,0.33,0.39,0.93,0.82,0.05
5.62,3.77,594103,0.92,0.2,0.29,0.2,0.23
9.31,5.62,588221,0.99,0.57,0.34,0.65,0.24
12.54,12.08,482554,0.34,0.07,0.38,0.85,0.47
11.4,11.4,370624,0.11,0.05,0.21,0.35,0.51
12.1,10.3,363241,0.93,0.21,0.03,0.64,0.85
9.62,7,584379,0.25,0.96,0.98,0.3,0.72
7.92,4.31,593463,0.97,0.01,0.47,0.5,0.69
12.46,11.77,585272,0.85,0.26,0.3,0.66,0.2
11.54,10.23,577752,0.24,0.95,0.24,0.99,0.26
11.08,9.46,578620,0.52,0.5,0.51,0.47,0.57
12.31,12.31,583512,0.13,0.64,0.4,0.89,0.49
13.08,13.08,578871,0.66,0.82,0.99,0.02,0.35
12.15,10.62,579717,0.16,0.9,0.64,0.53,0.61
2.54,0,598283,0.15,0.59,0.8,0.75,0.72
8.54,4.46,586117,0.84,0.16,0.91,0.16,0.52
8.23,5.38,483386,0.63,0.32,0.17,0.87,0.58
12.69,11.31,581180,0.31,0.95,0,0.75,0.9
10.31,6.69,581010,0.4,0.65,0.36,0.14,0.46
15.92,15.92,587703,0.34,0.33,0.93,0.66,0.04
17.85,17.85,595831,0.51,0.3,0.89,0.16,0.73
11.92,11.31,590051,0.25,0.14,0.01,0.85,0.5
13.23,13.23,579957,0.08,0.72,0.34,0.86,0.34
10.69,7.46,583784,0.17,0.12,0.38,0.49,0.38
15.92,15.92,585896,0.12,0.25,0.34,0.27,0.19
13.15,13.15,590495,0.51,0.25,0.64,0.51,0.04
13.62,13.62,588797,0.54,0.86,0.25,0.47,0.9
8.77,3.31,585780,0.73,0.66,0.34,0.8,0.39
14.73,14.73,373704,1,0.8,0.62,0.38,0.6
11.85,11.15,585411,0.36,0.85,0.18,0.36,0.69
14,14,486428,0.93,0.45,0.21,0.42,0.63
11.77,11.15,597767,0.78,0.89,0.53,0.09,0.42
11.92,11.23,593711,0.29,0.07,0.87,0.51,0.24
16.08,16.08,486429,0.71,0.26,0.82,0.47,0.6
10.38,8.69,576139,0.82,0.55,0.56,0.42,0.63
7.62,3.69,597563,0.03,0.97,0.41,0.34,0.71
7.69,2,580274,0.38,0.98,0.44,0.56,0.47
6.15,2.62,584701,0.67,0.9,0.13,0.24,0.22
4.31,1.85,597127,0,0.89,0.73,0.9,0.26
12.38,11.69,577664,0.12,0.47,0.39,0.08,0.54
11.62,10.92,590030,0.95,0.52,0.22,0.49,0.7
3.67,1,579371,0.35,0.72,0.06,0.9,0.6
16,16,582889,0.64,0.97,0.9,0.56,0.96
12.85,11.46,376522,0.35,0.14,0.24,0.52,0.03
12.69,12.08,483128,0.92,0.91,0.58,0.79,0.53
5.33,2,576085,0.37,0.87,0.16,0.7,0.77
12.38,11.69,588417,0.78,0.31,0.29,0.26,0.49
12.46,11.77,588227,0.36,0.15,0.52,0.87,0.98
17,17,587370,0.52,0.29,0.03,0.86,0.34
14.23,14.23,371211,0.38,0.18,0.15,0.82,0.03
15.38,15.38,577105,0.27,0.62,0.46,0,0.06
14.15,14.15,596060,0.9,0.29,0.23,0.73,0.33
9.08,6.92,581506,0.02,0.71,0.15,0.97,0.13
11.62,11.08,588770,0.99,0.6,0.15,0.61,0.86
12.69,12.69,582809,0.79,0.96,0.2,0.74,0.34
16.62,16.62,374273,0,0.52,0.49,0.26,0.99
14.38,14.38,588592,0.2,0.06,0.07,0.35,0.1
8.33,4.5,585095,0.1,0.07,0.33,0.99,0.32
7.83,2.17,591707,0.95,0.29,0.02,0.55,0.34
8.85,6.15,579842,0.27,0.99,0.68,0.96,0.13
7.54,2.62,585688,0.67,0.28,0.58,0.11,0.91
7.62,3.46,583788,0.58,0.3,0.1,0.52,0.85
10.62,8.23,589143,0.54,0.8,0.8,0.86,1
4.69,2.77,589987,0.01,0.1,0.26,0.34,0.15
14.85,14.85,589150,0.14,0.8,0.94,0.48,0.16
15.69,15.69,583392,0.55,0.41,0.45,0.55,0.68
7.44,2.33,488995,0.75,0.34,0.44,0.04,0.2
8.62,5.15,488935,0.17,0.4,0.89,0.74,0.58
5,1.77,597759,0.38,0.38,0.77,0.4,0.35
13.23,13.23,581773,0.84,0.03,0.32,0.67,0.76
10.69,8.85,576957,0.55,0.1,0.7,0.64,0.1
13.92,13.92,587372,0.54,0.2,0.16,0.76,0.28
13.15,13.15,588916,0.67,0.17,0.2,0.94,0.84
12.77,11.46,581817,0.57,0.63,0.51,0.16,0.57
14.15,14.15,575979,0.65,0.82,0.63,0.56,0.4
12.38,11.77,592567,0.18,0.08,0.1,0.83,0.72
13.46,13.46,486434,0.17,0.32,0.11,0.15,0.67
11,9.15,587387,0.07,0.26,0.54,0.98,0.21
11.92,11.54,595330,0.84,0.81,0.66,0.27,0.14
15.08,15.08,587248,0.83,0.84,0.4,0.87,0.07
5,1.62,597552,0.13,0.6,0.07,0.2,0.96
8.46,4.77,594899,0.56,0.28,0.78,0.64,0.61
8.15,4.46,588549,0.44,0.44,0.86,0.67,0.7
12.31,11,486436,0.56,0.77,0.59,0.55,0.61
11.69,9.77,593953,0.02,0.04,0.53,0.51,0.59
10.31,9.23,582851,0.81,0.32,0.62,0.25,0.91
13.77,13.77,583192,0.14,0.93,0.58,0.13,0.3
13.92,13.92,580721,0.45,0.4,0.08,0.39,0.09
14.08,14.08,583778,0.92,0.11,0.38,0.58,0.42
14.62,14.62,578383,0.29,0.22,0.53,0.5,0.53
12.23,11.54,586882,0.17,0.72,0.67,0.6,0.24
13.08,13.08,587725,0.19,0.04,0.74,0.44,0.16
12.23,11.54,577243,0.18,0.07,0.26,0.9,0.08
12.85,12.85,582484,0.74,0.89,0.45,0.64,0.79
5.77,2.46,597540,0.97,0.34,0.54,0.22,0.83
11.15,9.92,589942,0.78,0.99,0.53,0.11,0.26
16.85,16.85,595582,0.22,0.31,0.12,0.26,0.96
14.77,14.77,588210,0.14,0.41,0.89,0.53,0.88
5.23,1.54,587231,0.16,0.43,0.66,0.98,0.7
10,7,594860,0.2,0.34,0.29,0.12,0.68
12.69,12.69,597864,0.12,0.84,0.27,0.41,0.18
9.38,7.23,578083,0.77,0.16,0.23,0.05,0.61
15.4,15.4,377286,0.25,0.71,0.54,0.58,0.13
13.31,13.31,582354,0.9,0.57,0.73,0.84,0.25
13.31,12.62,579528,0.06,0.42,0.82,0.85,0.38
13.15,13.15,588236,0.2,0.37,0.02,0.15,0.29
12.38,12.38,595746,0.91,0.68,0.48,0.25,0.12
14.62,14.62,595457,0.97,0.02,0.07,0.62,0.12
9.08,4.38,486441,0.97,0.33,0.79,0.56,0.95
14,14,577537,0.23,0.25,0.61,0.78,0.23
13.55,13.55,477935,0.25,0.16,0.17,0.8,0.96
13.15,13.15,585607,0.95,0.03,0.88,0.7,0.9
12.46,12.46,588790,0.26,0.96,0.17,0.77,0.7
4.89,1.22,597188,0.44,0.86,0.94,0.71,0.93
5.54,3.23,595584,0.31,0.49,0.22,0.04,0.63
11.15,9.77,582058,0.6,0.79,0.69,0.53,0.7
13.23,12.62,579310,0.58,0.54,0.13,0.85,0.44
13.46,13.46,584429,0.21,0.41,0.24,0.85,0.31
12.08,12.08,597709,0.56,0.03,0.78,0.62,0.18
13.62,12.31,375394,0.35,0.55,0.93,0.55,0.35
6.85,4.62,588077,0.65,0.5,0.54,0.45,0.93
11.54,10.31,488938,0.76,0.86,0.88,0.54,0.62
14.92,14.92,578707,0.18,0.2,0.18,0.94,0.25
8.62,5.23,578706,0.02,0.54,0.9,0.01,0.75
17.17,17.17,363949,0.05,0.97,0.23,0.55,0.66
11.38,11.38,595304,0.24,0.5,0.55,0.46,0.49
11.69,11.69,590439,0.68,0.8,0.17,0.73,0.06
11.31,9.31,583231,0.34,0.28,0.1,0.53,0.82
13.85,13.85,582437,0.23,0.98,0.48,0.29,0.18
6.15,2.23,597860,0.11,0.96,0.11,0.15,0.23
6.69,3.54,486443,0.07,0.3,0.37,0.06,0.94
11.31,9.46,576409,0.09,0.43,0.88,0.54,0.67
13.23,13.23,595361,0.78,0.15,0.34,0.14,0.5
10.08,6.69,585730,0.14,0.87,0.44,0.01,0.06
10.38,7,486444,0.86,0.59,0.2,0.21,0.16
13.31,12.62,588096,0.65,0.71,0.89,0.67,0.18
14.08,14.08,594908,0.44,0.42,0.53,0.14,0.29
11.69,11.08,578362,0.08,0.79,0.03,0.88,0.44
7.15,3.54,577006,0.55,0.32,0.11,0.27,0.81
16,16,591552,0.87,0.97,0.73,0.29,0
10.23,6.54,582882,0.87,0.79,0.52,0.72,0.17
13.15,13.15,595565,0.21,0.76,0.81,0.3,0.34
15.15,15.15,578641,0.98,0.09,0.88,0.16,0.89
11.46,10.31,580936,0.43,0.73,0.49,0.02,0.76
14.62,14.62,582208,0.05,0.01,0.17,0.02,0.85
14.38,13.69,589416,0.83,0.04,0.11,0.63,0.46
13.31,13.31,591389,0.84,0.36,0.89,0.24,0.02
16.25,16.25,363243,0.16,0.95,0.1,0.43,0.56
6.15,2.31,588862,0.17,0.15,0.55,0.28,0.73
11.9,11,377263,0.15,0.2,0.38,0.7,0.89
13.31,13.31,588780,0.97,0.17,0.09,0.89,0.56
14,13.31,576357,0.04,0.67,0.55,0.55,0.7
8.15,5.77,585733,0.76,0.68,0.39,0.66,0.73
12,11.31,580558,0.78,0.12,0.76,0.27,0.02
11.54,10.31,578402,0.65,0.83,0.91,0.12,0.73
8.46,5,587738,0.87,0.07,0.29,0.66,0.27
8.54,6.31,585900,0.96,0.53,0.84,0.2,0.07
12.08,11.38,594915,0.02,0.86,0.3,0.79,0.79
11.85,11.15,585901,0.38,0.76,0.88,0.16,0.52
11.85,11.85,579886,0.96,0.27,0.94,0.13,1
7,3.33,585416,0.44,0.04,0.78,0.35,0.96
13.38,13.38,578877,0.57,0.77,0.58,0.51,0.28
5.23,1,585715,0.84,0.29,0.17,0.98,0.56
13.23,13.23,593240,0.6,0.32,0.03,0.7,0.29
11.92,9.92,591408,0.76,0.24,0.6,0.85,0.25
11.77,11.31,581482,0.26,0.89,0.15,0.22,0.96
1.54,0,599876,0.98,0.95,0.67,0.99,0.01
10.62,8.08,581243,0.11,0.75,0.4,0.86,0.33
9.92,7.69,483515,0.95,0.58,0.76,0.81,0.86
12.62,12.62,595762,0.7,0.71,0.76,0.48,0.83
9.38,6.46,585753,0.5,0.22,0.55,0,0.65
8.85,5.62,589407,0.78,0.38,0.19,0.38,0.02
12.77,11.46,583221,0.69,0.49,0.4,0.9,0.36
13.15,13.15,580487,0.09,0.18,0.04,0.38,0.61
11.15,9.38,578960,0.54,0.48,0.93,0.23,0.65
13.67,13.67,384914,0.64,0.08,0.46,0.85,0.46
14.08,14.08,585667,0.45,0.23,0.75,0.46,0.85
9.31,5.85,596433,1,0.37,0.05,0.03,0.21
17.46,17.46,588784,0.63,0.53,0.15,0.11,0.99
12.08,11.46,486451,0.5,0.56,0.9,0.31,0.22
6.23,2.62,582621,0.88,0.24,0.86,0.39,0.27
15.15,15.15,581910,0.48,0.88,0.9,0.47,0.84
11.92,10.62,580953,0.48,0.31,0.88,0.46,0.37
11.85,11.15,582036,0.47,0.11,0.3,0.16,0.55
11.85,11.15,595684,0.75,0.07,0.78,0.16,0.21
15.77,15.77,376074,0.72,0.86,0.73,0.53,0.49
10.85,10.08,594818,0.39,0.95,0.18,0.92,0.57
5,1,442972,0.72,0.3,0.59,0.17,0.49
1.38,0,594567,0.61,0.63,0.09,0.8,0.99
10.31,7.69,597559,0.65,0.32,0.47,0.7,0.32
